time_stamp	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	px	py	v	yaw	yaw_rate	sensor_type	NIS
1477010455750000	-3.66325	4.40398	-1.73763	-4.89868	-3.67186	4.44597	5.1998	4.36625	-0.00539893	R	2.37753
1477010455800000	-3.75039	4.15913	-1.74749	-4.8943	-3.79626	4.18559	5.22938	4.35515	-0.0165502	L	3.17425
1477010455850000	-3.83806	3.91452	-1.75899	-4.88918	-3.88038	3.94268	5.22657	4.36422	0.00612179	R	1.0569
1477010455900000	-3.92635	3.67019	-1.77212	-4.8833	-3.95706	3.70251	5.21639	4.36801	0.00949078	L	0.422012
1477010455950000	-4.01533	3.42616	-1.78686	-4.87666	-4.06559	3.48736	5.19597	4.34749	-0.0297588	R	3.87155
1477010456000000	-4.10509	3.18248	-1.8032	-4.86925	-4.15687	3.24155	5.19828	4.34697	-0.0286621	L	0.0263097
1477010456050000	-4.19571	2.93919	-1.82113	-4.86104	-4.27049	2.9925	5.21225	4.33161	-0.0562827	R	0.901431
1477010456100000	-4.28727	2.69633	-1.84065	-4.85202	-4.35674	2.72452	5.2315	4.33614	-0.0477013	L	1.61384
1477010456150000	-4.37985	2.45393	-1.86173	-4.84218	-4.44503	2.47423	5.23482	4.34075	-0.0345531	R	0.231385
1477010456200000	-4.47352	2.21205	-1.88436	-4.83149	-4.54632	2.21516	5.25198	4.33963	-0.0329069	L	0.970428
1477010456250000	-4.56836	1.97072	-1.90853	-4.81994	-4.6585	1.98132	5.24938	4.31337	-0.089408	R	3.93112
1477010456300000	-4.66444	1.72998	-1.93422	-4.80751	-4.76936	1.71748	5.27439	4.31026	-0.0862784	L	2.14321
1477010456350000	-4.76186	1.48989	-1.9614	-4.79417	-4.89311	1.47272	5.28668	4.29115	-0.117033	R	0.843024
1477010456400000	-4.86066	1.25049	-1.99007	-4.7799	-4.95683	1.22715	5.2706	4.29927	-0.103285	L	4.43469
1477010456450000	-4.96095	1.01182	-2.02019	-4.76468	-5.05654	0.999386	5.25433	4.29696	-0.0954594	R	0.817441
1477010456500000	-5.06277	0.77393	-2.05174	-4.74848	-5.12139	0.756183	5.23841	4.30485	-0.0828199	L	3.85254
1477010456550000	-5.16621	0.536876	-2.08471	-4.73127	-5.2107	0.47645	5.27124	4.30822	-0.0806753	R	5.56493
1477010456600000	-5.27133	0.300706	-2.11906	-4.71303	-5.28743	0.229768	5.26355	4.31314	-0.0711614	L	1.42777
1477010456650000	-5.3782	0.0654719	-2.15477	-4.69374	-5.39787	-0.00786435	5.25983	4.31643	-0.0466632	R	5.95476
1477010456700000	-5.4869	-0.168772	-2.1918	-4.67335	-5.47058	-0.254089	5.25095	4.32352	-0.0364208	L	1.58507
1477010456750000	-5.59748	-0.401971	-2.23014	-4.65185	-5.5942	-0.454547	5.22076	4.30279	-0.063907	R	3.97274
1477010456800000	-5.71001	-0.634069	-2.26974	-4.62919	-5.73408	-0.652502	5.19582	4.27952	-0.0887275	L	3.10123
1477010456850000	-5.82456	-0.865006	-2.31058	-4.60536	-5.84881	-0.878924	5.19478	4.25834	-0.129792	R	5.33004
1477010456900000	-5.94118	-1.09472	-2.35262	-4.58032	-5.9424	-1.13756	5.21078	4.26438	-0.114019	L	1.15551
1477010456950000	-6.05993	-1.32316	-2.39581	-4.55404	-6.02916	-1.39783	5.22472	4.27294	-0.0966735	R	2.67144
1477010457000000	-6.18087	-1.55025	-2.44014	-4.52648	-6.16861	-1.60986	5.21335	4.25348	-0.114957	L	1.16539
1477010457050000	-6.30406	-1.77593	-2.48555	-4.49762	-6.31201	-1.83568	5.228	4.21933	-0.177064	R	4.17731
1477010457100000	-6.42954	-2.00014	-2.532	-4.46742	-6.41656	-2.08057	5.23418	4.22081	-0.164088	L	0.507361
1477010457150000	-6.55738	-2.22281	-2.57946	-4.43585	-6.56917	-2.28795	5.22368	4.19897	-0.179217	R	3.03004
1477010457200000	-6.68761	-2.44386	-2.62788	-4.40288	-6.7186	-2.49911	5.2177	4.17929	-0.192798	L	0.475378
1477010457250000	-6.82029	-2.66323	-2.6772	-4.36847	-6.87494	-2.7106	5.21779	4.15667	-0.212334	R	1.12541
1477010457300000	-6.95546	-2.88084	-2.7274	-4.3326	-6.96539	-2.97084	5.2329	4.17276	-0.178162	L	2.5447
1477010457350000	-7.09316	-3.09663	-2.7784	-4.29523	-7.09479	-3.19638	5.22881	4.16977	-0.165637	R	0.224493
1477010457400000	-7.23344	-3.3105	-2.83017	-4.25632	-7.22033	-3.40084	5.20802	4.15974	-0.168672	L	1.42334
1477010457450000	-7.37632	-3.5224	-2.88265	-4.21586	-7.36547	-3.63975	5.22658	4.1542	-0.163629	R	4.42315
1477010457500000	-7.52184	-3.73223	-2.93579	-4.1738	-7.52717	-3.79814	5.18268	4.12084	-0.196916	L	5.07535
1477010457550000	-7.67004	-3.93992	-2.98953	-4.13012	-7.67168	-4.00777	5.18029	4.10846	-0.202518	R	0.488977
1477010457600000	-7.82094	-4.14538	-3.04381	-4.08479	-7.82568	-4.22948	5.19092	4.09898	-0.201362	L	0.384601
1477010457650000	-7.97457	-4.34854	-3.09857	-4.03778	-7.97626	-4.44611	5.19439	4.0912	-0.197106	R	0.35869
1477010457700000	-8.13095	-4.5493	-3.15376	-3.98906	-8.13618	-4.67517	5.2134	4.08409	-0.193068	L	1.15614
1477010457750000	-8.2901	-4.74759	-3.2093	-3.93862	-8.27548	-4.88823	5.19604	4.08945	-0.161373	R	2.6413
1477010457800000	-8.45204	-4.94331	-3.26514	-3.88641	-8.40854	-5.10747	5.19421	4.09069	-0.149602	L	0.29857
1477010457850000	-8.61678	-5.13637	-3.32121	-3.83242	-8.55479	-5.29269	5.16062	4.08527	-0.136986	R	4.58095
1477010457900000	-8.78433	-5.32669	-3.37745	-3.77663	-8.74786	-5.48609	5.16888	4.05968	-0.160538	L	1.5668
1477010457950000	-8.95469	-5.51417	-3.43377	-3.71901	-8.90507	-5.68862	5.16237	4.05412	-0.15342	R	0.495509
1477010458000000	-9.12788	-5.69872	-3.49012	-3.65955	-9.06545	-5.87655	5.15154	4.0412	-0.160229	L	0.334684
1477010458050000	-9.30388	-5.88026	-3.54643	-3.59823	-9.20323	-6.05464	5.11075	4.0411	-0.141637	R	7.57023
1477010458100000	-9.4827	-6.05868	-3.60261	-3.53503	-9.39163	-6.16989	5.06231	3.99861	-0.187085	L	6.82231
1477010458150000	-9.66432	-6.23389	-3.6586	-3.46994	-9.56345	-6.35783	5.05852	3.98884	-0.184566	R	0.948983
1477010458200000	-9.84874	-6.4058	-3.71431	-3.40295	-9.70785	-6.55947	5.05578	3.99194	-0.1691	L	0.388274
1477010458250000	-10.0359	-6.57431	-3.76969	-3.33404	-9.92736	-6.71711	5.06584	3.95302	-0.210539	R	6.47824
1477010458300000	-10.2259	-6.73933	-3.82463	-3.26321	-10.1348	-6.87303	5.06432	3.9228	-0.235316	L	0.601214
1477010458350000	-10.4186	-6.90075	-3.87907	-3.19046	-10.3182	-7.0372	5.05912	3.90516	-0.243907	R	1.20195
1477010458400000	-10.614	-7.05849	-3.93293	-3.11577	-10.548	-7.20216	5.07933	3.87434	-0.266634	L	2.78976
1477010458450000	-10.8121	-7.21245	-3.98613	-3.03916	-10.7534	-7.34574	5.07334	3.84684	-0.285294	R	2.1199
1477010458500000	-11.0128	-7.36252	-4.03859	-2.96062	-10.9981	-7.49368	5.0936	3.81066	-0.31195	L	2.93827
1477010458550000	-11.2161	-7.50862	-4.09021	-2.88015	-11.1892	-7.63871	5.0752	3.79494	-0.311753	R	1.55895
1477010458600000	-11.422	-7.65064	-4.14093	-2.79777	-11.3428	-7.79574	5.04763	3.7965	-0.29164	L	3.89915
1477010458650000	-11.6304	-7.78849	-4.19066	-2.71349	-11.5412	-7.92688	5.02886	3.77549	-0.299809	R	2.31949
1477010458700000	-11.8413	-7.92208	-4.23932	-2.6273	-11.7285	-8.03381	4.99469	3.75032	-0.314316	L	4.33327
1477010458750000	-12.0546	-8.05131	-4.28682	-2.53924	-11.9293	-8.15267	4.96318	3.72825	-0.32244	R	3.05124
1477010458800000	-12.2702	-8.17609	-4.33309	-2.44932	-12.1497	-8.24091	4.94563	3.69	-0.35097	L	1.47933
1477010458850000	-12.4881	-8.29633	-4.37802	-2.35756	-12.3713	-8.363	4.96094	3.66834	-0.35494	R	2.01462
1477010458900000	-12.7082	-8.41193	-4.42156	-2.26399	-12.5799	-8.44261	4.93402	3.63517	-0.37572	L	2.97026
1477010458950000	-12.9304	-8.5228	-4.4636	-2.16863	-12.7957	-8.52857	4.90535	3.60328	-0.395637	R	2.77565
1477010459000000	-13.1547	-8.62886	-4.50407	-2.07151	-13.0657	-8.60889	4.92933	3.55954	-0.423617	L	2.77437
1477010459050000	-13.381	-8.73002	-4.54289	-1.97267	-13.3095	-8.70328	4.94664	3.53407	-0.426091	R	2.18241
1477010459100000	-13.6092	-8.82619	-4.57997	-1.87214	-13.5339	-8.7488	4.92334	3.49389	-0.451102	L	2.71617
1477010459150000	-13.8392	-8.91729	-4.61524	-1.76997	-13.7647	-8.78426	4.89109	3.44565	-0.49137	R	4.71527
1477010459200000	-14.0709	-9.00324	-4.64861	-1.6662	-13.9847	-8.8948	4.89493	3.44183	-0.465658	L	0.599641
1477010459250000	-14.3043	-9.08395	-4.68001	-1.56086	-14.2262	-8.98326	4.91876	3.43155	-0.440871	R	2.42304
1477010459300000	-14.5391	-9.15936	-4.70936	-1.45402	-14.4442	-9.09423	4.91768	3.43239	-0.413149	L	0.592981
1477010459350000	-14.7754	-9.22939	-4.73658	-1.34573	-14.6768	-9.16121	4.91145	3.41025	-0.417424	R	0.291669
1477010459400000	-15.013	-9.29397	-4.76161	-1.23603	-14.9524	-9.1573	4.92561	3.35272	-0.460644	L	1.62798
1477010459450000	-15.2517	-9.35302	-4.78436	-1.125	-15.2044	-9.23006	4.94228	3.34016	-0.445178	R	4.24014
1477010459500000	-15.4916	-9.40649	-4.80476	-1.01269	-15.4566	-9.34589	4.96618	3.34865	-0.40604	L	4.95453
1477010459550000	-15.7324	-9.45431	-4.82275	-0.899159	-15.7047	-9.37202	4.95714	3.31122	-0.435185	R	1.81783
1477010459600000	-15.9741	-9.49642	-4.83827	-0.784484	-15.9549	-9.45757	4.97068	3.31019	-0.409109	L	1.96982
1477010459650000	-16.2164	-9.53277	-4.85124	-0.668734	-16.2087	-9.46402	4.96787	3.26964	-0.438645	R	2.22372
1477010459700000	-16.4594	-9.5633	-4.8616	-0.55198	-16.4589	-9.45775	4.96638	3.23106	-0.458706	L	0.528145
1477010459750000	-16.7027	-9.58797	-4.8693	-0.434301	-16.6881	-9.45033	4.94321	3.1931	-0.48422	R	5.3793
1477010459800000	-16.9464	-9.60673	-4.87427	-0.315773	-16.9608	-9.44	4.96443	3.15772	-0.495555	L	1.22154
1477010459850000	-17.1903	-9.61954	-4.87646	-0.196479	-17.209	-9.50186	4.97297	3.16643	-0.447966	R	7.90525
1477010459900000	-17.4342	-9.62636	-4.87583	-0.0765024	-17.4651	-9.52135	4.98069	3.15101	-0.43905	L	0.47553
1477010459950000	-17.6781	-9.62717	-4.87232	0.0440703	-17.722	-9.51016	4.9844	3.11968	-0.455248	R	1.63853
1477010460000000	-17.9216	-9.62194	-4.86588	0.165151	-17.9747	-9.47821	4.98784	3.08611	-0.467613	L	0.193317
1477010460050000	-18.1648	-9.61064	-4.85648	0.286648	-18.2216	-9.43741	4.98312	3.04618	-0.495113	R	0.689442
1477010460100000	-18.4074	-9.59325	-4.84408	0.40847	-18.4364	-9.47718	4.9514	3.05143	-0.463193	L	2.54837
1477010460150000	-18.6493	-9.56977	-4.82864	0.530522	-18.6748	-9.46185	4.94684	3.03719	-0.447032	R	1.73387
1477010460200000	-18.8904	-9.54017	-4.81012	0.652707	-18.9216	-9.45606	4.9463	3.02494	-0.435348	L	0.266968
1477010460250000	-19.1305	-9.50447	-4.78851	0.774927	-19.1546	-9.41474	4.93873	3.00208	-0.432456	R	4.0507
1477010460300000	-19.3694	-9.46265	-4.76378	0.897083	-19.3942	-9.30016	4.9441	2.94626	-0.471578	L	2.92638
1477010460350000	-19.6069	-9.41472	-4.73591	1.01907	-19.6301	-9.21979	4.93992	2.90253	-0.504929	R	1.13548
1477010460400000	-19.8431	-9.36071	-4.70487	1.1408	-19.8739	-9.10326	4.95319	2.8538	-0.530652	L	1.19992
1477010460450000	-20.0775	-9.30061	-4.67066	1.26215	-20.1089	-9.00372	4.9575	2.8171	-0.540342	R	4.93846
1477010460500000	-20.3102	-9.23446	-4.63328	1.38303	-20.3103	-9.10978	4.88902	2.86626	-0.461163	L	15.8146
1477010460550000	-20.5409	-9.16227	-4.59271	1.50334	-20.5504	-9.06282	4.89001	2.8556	-0.443331	R	1.52275
1477010460600000	-20.7696	-9.08409	-4.54895	1.62296	-20.7696	-8.97203	4.88249	2.82409	-0.454658	L	0.799946
1477010460650000	-20.9959	-8.99994	-4.50202	1.74179	-21.0098	-8.88855	4.89074	2.79747	-0.462477	R	2.23461
1477010460700000	-21.2198	-8.90987	-4.45191	1.85972	-21.2116	-8.81751	4.86367	2.77703	-0.461981	L	1.94121
1477010460750000	-21.4412	-8.81393	-4.39865	1.97666	-21.4444	-8.72485	4.86904	2.74887	-0.473681	R	1.74759
1477010460800000	-21.6597	-8.71217	-4.34224	2.0925	-21.6471	-8.69313	4.83088	2.74806	-0.451412	L	2.98757
1477010460850000	-21.8754	-8.60465	-4.2827	2.20712	-21.8427	-8.53543	4.82461	2.67887	-0.530751	R	6.74914
1477010460900000	-22.0881	-8.49143	-4.22007	2.32043	-22.0476	-8.46241	4.80346	2.66564	-0.517727	L	0.938709
1477010460950000	-22.2975	-8.37258	-4.15437	2.43232	-22.2581	-8.34772	4.80458	2.64485	-0.503155	R	1.87597
1477010461000000	-22.5035	-8.24817	-4.08564	2.5427	-22.4827	-8.26196	4.80437	2.63403	-0.487208	L	1.01645
1477010461050000	-22.7061	-8.11829	-4.01391	2.65145	-22.678	-8.13363	4.79663	2.59889	-0.507378	R	1.18916
1477010461100000	-22.9049	-7.98301	-3.93923	2.75848	-22.8919	-7.92593	4.83987	2.54534	-0.534549	L	4.21089
1477010461150000	-23.1	-7.84243	-3.86163	2.8637	-23.083	-7.77183	4.83946	2.49643	-0.581394	R	3.49672
1477010461200000	-23.2911	-7.69663	-3.78118	2.967	-23.2992	-7.61234	4.86414	2.46842	-0.577744	L	1.73602
1477010461250000	-23.4781	-7.54572	-3.69792	3.06828	-23.4984	-7.47356	4.86593	2.46002	-0.536109	R	1.76222
1477010461300000	-23.6609	-7.3898	-3.61191	3.16746	-23.6671	-7.32558	4.84861	2.43187	-0.539384	L	0.877042
1477010461350000	-23.8393	-7.22897	-3.52321	3.26445	-23.8563	-7.16767	4.8532	2.41205	-0.524133	R	0.874269
1477010461400000	-24.0132	-7.06336	-3.43189	3.35916	-24.0266	-7.05971	4.81644	2.40164	-0.51104	L	2.69493
1477010461450000	-24.1825	-6.89307	-3.33801	3.45149	-24.1929	-6.87669	4.82017	2.36331	-0.531805	R	1.86398
1477010461500000	-24.347	-6.71823	-3.24166	3.54138	-24.343	-6.64447	4.84264	2.31364	-0.554287	L	2.9112
1477010461550000	-24.5066	-6.53896	-3.14289	3.62873	-24.5098	-6.46785	4.84426	2.28095	-0.571236	R	3.42629
1477010461600000	-24.6612	-6.35538	-3.0418	3.71347	-24.6186	-6.30776	4.79791	2.24762	-0.581186	L	6.04678
1477010461650000	-24.8107	-6.16764	-2.93846	3.79553	-24.7597	-6.11492	4.79638	2.21604	-0.583701	R	0.342487
1477010461700000	-24.955	-5.97587	-2.83295	3.87484	-24.9348	-5.92593	4.8144	2.19737	-0.570616	L	2.29896
1477010461750000	-25.094	-5.7802	-2.72537	3.95132	-25.0652	-5.72109	4.81481	2.1671	-0.568349	R	1.87045
1477010461800000	-25.2276	-5.58079	-2.61581	4.02492	-25.1995	-5.54462	4.79921	2.14532	-0.563008	L	0.545166
1477010461850000	-25.3556	-5.37777	-2.50435	4.09557	-25.3526	-5.35839	4.80084	2.1397	-0.521527	R	1.31499
1477010461900000	-25.4779	-5.1713	-2.39109	4.16322	-25.4912	-5.14643	4.8134	2.11533	-0.518438	L	0.429539
1477010461950000	-25.5946	-4.96152	-2.27613	4.22781	-25.6253	-4.96216	4.80185	2.11124	-0.475601	R	6.54949
1477010462000000	-25.7055	-4.7486	-2.15956	4.2893	-25.7419	-4.78146	4.77988	2.09184	-0.473088	L	0.869514
1477010462050000	-25.8105	-4.53268	-2.04149	4.34764	-25.8625	-4.57479	4.7803	2.07407	-0.460065	R	0.224136
1477010462100000	-25.9096	-4.31392	-1.92202	4.40279	-25.9697	-4.34546	4.79195	2.04553	-0.464896	L	0.361381
1477010462150000	-26.0027	-4.0925	-1.80125	4.45471	-26.0777	-4.12659	4.79776	2.00189	-0.517936	R	10.9683
1477010462200000	-26.0897	-3.86856	-1.67928	4.50337	-26.1621	-3.86397	4.8261	1.9636	-0.528642	L	2.01494
1477010462250000	-26.1706	-3.64227	-1.55623	4.54875	-26.2353	-3.6305	4.82901	1.91247	-0.583143	R	3.52967
1477010462300000	-26.2453	-3.41381	-1.4322	4.59081	-26.2625	-3.36793	4.83539	1.86103	-0.606006	L	4.54661
1477010462350000	-26.3138	-3.18332	-1.30729	4.62954	-26.3115	-3.1275	4.83715	1.81531	-0.636098	R	0.527891
1477010462400000	-26.376	-2.95098	-1.18162	4.66493	-26.3368	-2.88637	4.83092	1.77276	-0.647928	L	1.39388
1477010462450000	-26.4319	-2.71697	-1.05529	4.69696	-26.3955	-2.6585	4.82687	1.75027	-0.631682	R	1.37758
1477010462500000	-26.4815	-2.48143	-0.928411	4.72562	-26.4763	-2.47845	4.79096	1.73973	-0.613711	L	5.77775
1477010462550000	-26.5247	-2.24456	-0.80109	4.75091	-26.5316	-2.24324	4.79313	1.72381	-0.584722	R	0.982691
1477010462600000	-26.5616	-2.0065	-0.673434	4.77284	-26.583	-2.03545	4.77268	1.70377	-0.577326	L	1.42527
1477010462650000	-26.5921	-1.76744	-0.545553	4.79141	-26.6141	-1.79696	4.77241	1.68475	-0.552198	R	1.99331
1477010462700000	-26.6161	-1.52753	-0.417552	4.80664	-26.611	-1.55325	4.77176	1.64707	-0.562728	L	1.11815
1477010462750000	-26.6338	-1.28695	-0.289538	4.81852	-26.6081	-1.31826	4.76784	1.60451	-0.5919	R	1.7366
1477010462800000	-26.6451	-1.04586	-0.161616	4.8271	-26.6111	-1.09023	4.75846	1.57495	-0.592759	L	0.152869
1477010462850000	-26.65	-0.804425	-0.0338883	4.83238	-26.6406	-0.860227	4.75574	1.56022	-0.572588	R	5.20026
1477010462900000	-26.6485	-0.562811	0.0935412	4.83439	-26.6504	-0.618856	4.76142	1.53715	-0.566264	L	0.409683
1477010462950000	-26.6406	-0.321181	0.220572	4.83317	-26.6373	-0.378677	4.76657	1.49916	-0.590891	R	2.17823
1477010463000000	-26.6264	-0.0796947	0.347104	4.82874	-26.5904	-0.108113	4.79435	1.45952	-0.598896	L	2.47818
1477010463050000	-26.6059	0.161489	0.473041	4.82116	-26.571	0.129327	4.79617	1.43027	-0.603458	R	1.74519
1477010463100000	-26.5792	0.402213	0.598287	4.81045	-26.5472	0.399822	4.82766	1.40519	-0.595282	L	1.92109
1477010463150000	-26.5462	0.642323	0.722748	4.79667	-26.5351	0.636933	4.8243	1.39653	-0.557343	R	1.74941
1477010463200000	-26.5069	0.881666	0.846334	4.77986	-26.5281	0.904206	4.85226	1.3833	-0.539617	L	3.44195
1477010463250000	-26.4616	1.12009	0.968955	4.76007	-26.4907	1.15383	4.85713	1.37651	-0.491697	R	7.29871
1477010463300000	-26.4101	1.35745	1.09053	4.73737	-26.4343	1.39624	4.86184	1.34975	-0.493583	L	0.102317
1477010463350000	-26.3526	1.59361	1.21096	4.71181	-26.3953	1.62131	4.8478	1.33792	-0.469236	R	8.05159
1477010463400000	-26.2891	1.82841	1.33018	4.68345	-26.34	1.84617	4.83822	1.31509	-0.469275	L	0.168575
1477010463450000	-26.2197	2.06173	1.44811	4.65235	-26.2721	2.07664	4.83742	1.28655	-0.480437	R	0.222129
1477010463500000	-26.1444	2.29342	1.56467	4.61859	-26.2085	2.28802	4.81852	1.26366	-0.480536	L	0.654298
1477010463550000	-26.0633	2.52336	1.67979	4.58223	-26.1458	2.51858	4.8151	1.2534	-0.45119	R	0.771611
1477010463600000	-25.9765	2.75141	1.79339	4.54334	-26.0679	2.75624	4.82417	1.23158	-0.449839	L	0.137645
1477010463650000	-25.8841	2.97746	1.90543	4.502	-25.9729	2.97748	4.82717	1.18939	-0.495143	R	2.92326
1477010463700000	-25.7861	3.20139	2.01582	4.45828	-25.8749	3.23619	4.86063	1.16622	-0.491388	L	1.87867
1477010463750000	-25.6826	3.42306	2.12452	4.41227	-25.7925	3.46264	4.86177	1.14637	-0.488532	R	2.15373
1477010463800000	-25.5737	3.64239	2.23146	4.36404	-25.6857	3.67462	4.85539	1.11963	-0.491368	L	0.103468
1477010463850000	-25.4596	3.85924	2.3366	4.31367	-25.5687	3.88386	4.85173	1.08853	-0.502868	R	1.09058
1477010463900000	-25.3402	4.07353	2.43989	4.26125	-25.4982	4.08387	4.8281	1.07674	-0.490348	L	3.66354
1477010463950000	-25.2157	4.28514	2.54127	4.20686	-25.3744	4.28897	4.82553	1.04769	-0.497615	R	0.610856
1477010464000000	-25.0863	4.49399	2.64071	4.15058	-25.2166	4.49907	4.83846	1.01159	-0.50863	L	2.03496
1477010464050000	-24.9518	4.69998	2.73817	4.09251	-25.0659	4.69731	4.83624	0.987804	-0.4921	R	8.9445
1477010464100000	-24.8126	4.90303	2.83361	4.03273	-24.9463	4.89663	4.83013	0.968278	-0.487121	L	0.430392
1477010464150000	-24.6686	5.10304	2.92701	3.97132	-24.7902	5.08817	4.83103	0.938434	-0.491203	R	2.31091
1477010464200000	-24.5201	5.29995	3.01833	3.90839	-24.625	5.29179	4.8476	0.909379	-0.494866	L	0.952371
1477010464250000	-24.367	5.49367	3.10754	3.84401	-24.4536	5.46798	4.85044	0.865255	-0.532273	R	0.958387
1477010464300000	-24.2095	5.68414	3.19464	3.77827	-24.267	5.64075	4.85397	0.828272	-0.543086	L	1.24671
1477010464350000	-24.0477	5.8713	3.27959	3.71127	-24.1002	5.80543	4.84852	0.792087	-0.563522	R	3.1802
1477010464400000	-23.8818	6.05508	3.36239	3.64309	-23.9253	5.96944	4.84485	0.761853	-0.56601	L	0.041657
1477010464450000	-23.7117	6.23542	3.44302	3.57383	-23.7797	6.16165	4.83572	0.772643	-0.487075	R	4.77917
1477010464500000	-23.5377	6.41227	3.52148	3.50357	-23.6101	6.3219	4.82818	0.748328	-0.487615	L	0.120797
1477010464550000	-23.3598	6.58559	3.59775	3.4324	-23.4593	6.50284	4.82145	0.746927	-0.446943	R	1.88324
1477010464600000	-23.1781	6.75533	3.67185	3.36041	-23.2456	6.69791	4.8649	0.723385	-0.445151	L	4.2745
1477010464650000	-22.9928	6.92146	3.74376	3.28768	-23.0488	6.84337	4.85939	0.698712	-0.440545	R	5.53073
1477010464700000	-22.804	7.08393	3.8135	3.21431	-22.8396	7.00763	4.87895	0.673551	-0.44266	L	1.17344
1477010464750000	-22.6117	7.24273	3.88106	3.14038	-22.6283	7.1406	4.88131	0.636741	-0.466131	R	1.54364
1477010464800000	-22.4161	7.39782	3.94647	3.06598	-22.4418	7.29093	4.87976	0.618519	-0.460741	L	0.264178
1477010464850000	-22.2173	7.54917	4.00974	2.99118	-22.2163	7.40873	4.89199	0.566549	-0.517392	R	2.70659
1477010464900000	-22.0154	7.69679	4.07087	2.91607	-22.0362	7.57212	4.89728	0.557898	-0.498415	L	2.17077
1477010464950000	-21.8105	7.84064	4.12989	2.84074	-21.8533	7.73958	4.89669	0.564912	-0.442613	R	5.81361
1477010465000000	-21.6026	7.98072	4.18681	2.76526	-21.6465	7.88326	4.90523	0.547756	-0.436638	L	0.180968
1477010465050000	-21.392	8.11703	4.24166	2.68971	-21.454	8.02082	4.89733	0.538644	-0.415789	R	1.55481
1477010465100000	-21.1787	8.24957	4.29447	2.61417	-21.2177	8.07619	4.87361	0.490503	-0.44704	L	4.30755
1477010465150000	-20.9628	8.37833	4.34526	2.53871	-21.0251	8.23552	4.8705	0.508326	-0.372178	R	6.4966
1477010465200000	-20.7444	8.50333	4.39406	2.46341	-20.8451	8.38869	4.86778	0.509032	-0.35107	L	3.06018
1477010465250000	-20.5237	8.62457	4.4409	2.38835	-20.6081	8.49247	4.88378	0.472461	-0.386337	R	4.38472
1477010465300000	-20.3006	8.74206	4.48582	2.31358	-20.367	8.61872	4.90988	0.454305	-0.383826	L	1.5292
1477010465350000	-20.0753	8.85583	4.52884	2.23919	-20.1659	8.75431	4.90167	0.463248	-0.331841	R	1.8246
1477010465400000	-19.848	8.96589	4.57001	2.16524	-19.9614	8.86401	4.89134	0.450354	-0.328235	L	0.531855
1477010465450000	-19.6186	9.07227	4.60937	2.09179	-19.7579	8.99145	4.88239	0.457263	-0.284313	R	1.4714
1477010465500000	-19.3873	9.17499	4.64694	2.01891	-19.5307	9.0686	4.87334	0.431607	-0.297155	L	0.696862
1477010465550000	-19.1542	9.27409	4.68278	1.94666	-19.2947	9.17094	4.88778	0.410732	-0.309636	R	4.36659
1477010465600000	-18.9193	9.36959	4.71692	1.8751	-19.0189	9.24866	4.91831	0.379737	-0.325572	L	6.10761
1477010465650000	-18.6827	9.46154	4.7494	1.80429	-18.7988	9.33601	4.91163	0.362604	-0.329429	R	1.63714
1477010465700000	-18.4446	9.54996	4.78028	1.73429	-18.5501	9.43134	4.93096	0.346622	-0.32821	L	0.887097
1477010465750000	-18.2049	9.63492	4.80959	1.66514	-18.2879	9.45661	4.94022	0.287827	-0.400716	R	6.01173
1477010465800000	-17.9639	9.71643	4.83737	1.59691	-18.0148	9.56922	4.9885	0.278659	-0.386812	L	4.35358
1477010465850000	-17.7214	9.79457	4.86368	1.52964	-17.773	9.65484	4.9905	0.276447	-0.352135	R	2.92308
1477010465900000	-17.4777	9.86936	4.88856	1.46338	-17.5078	9.75777	5.0257	0.269232	-0.339032	L	2.25812
1477010465950000	-17.2328	9.94087	4.91205	1.39818	-17.2646	9.82691	5.02939	0.251851	-0.342407	R	0.573526
1477010466000000	-16.9868	10.0091	4.93421	1.33408	-17.0022	9.94716	5.0674	0.254975	-0.318294	L	2.94314
1477010466050000	-16.7396	10.0743	4.95507	1.27113	-16.7524	10.006	5.07079	0.236027	-0.323536	R	0.177106
1477010466100000	-16.4915	10.1362	4.97469	1.20937	-16.5049	10.1196	5.09151	0.241138	-0.299176	L	2.0757
1477010466150000	-16.2424	10.1952	4.99311	1.14883	-16.2542	10.1786	5.09698	0.221921	-0.309739	R	0.761259
1477010466200000	-15.9924	10.2511	5.01039	1.08956	-16.006	10.2217	5.09277	0.202287	-0.314452	L	0.0804944
1477010466250000	-15.7416	10.3041	5.02655	1.03159	-15.7599	10.284	5.09113	0.196113	-0.297517	R	0.23612
1477010466300000	-15.4899	10.3543	5.04166	0.974957	-15.5195	10.2986	5.07266	0.169544	-0.311029	L	0.813553
1477010466350000	-15.2376	10.4016	5.05576	0.919692	-15.2389	10.3064	5.09985	0.12338	-0.367398	R	8.61571
1477010466400000	-14.9846	10.4462	5.06889	0.865828	-14.9773	10.3676	5.11635	0.116661	-0.353887	L	0.725257
1477010466450000	-14.7309	10.4882	5.0811	0.813394	-14.7278	10.4083	5.10319	0.121034	-0.30414	R	6.26408
1477010466500000	-14.4766	10.5276	5.09243	0.762418	-14.4699	10.3886	5.09467	0.0866029	-0.326003	L	1.77134
1477010466550000	-14.2218	10.5645	5.10293	0.712926	-14.2108	10.4134	5.09858	0.0743244	-0.317514	R	0.717503
