time_stamp	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	px	py	v	yaw	yaw_rate	sensor_type	NIS
11477010447400000	-17.8822	9.26426	-1.64522	4.85637	-17.8873	9.22788	-5.00357	5.03242	-0.512909	R	3.50859
11477010447450000	-17.9614	9.50807	-1.52502	4.89946	-17.8969	9.51887	-5.02498	4.97221	-0.550365	L	3.25076
11477010447500000	-18.0346	9.75398	-1.40296	4.9397	-17.9554	9.77119	-5.03148	4.94144	-0.554514	R	1.05181
11477010447550000	-18.1016	10.0018	-1.27911	4.97699	-18.0391	9.99937	-5.02539	4.92783	-0.539329	L	0.666458
11477010447600000	-18.1624	10.2515	-1.15357	5.01125	-18.1187	10.2261	-5.01686	4.91609	-0.521314	R	7.30899
11477010447650000	-18.2169	10.5027	-1.02642	5.04239	-18.1216	10.4868	-5.01883	4.87108	-0.542126	L	1.66321
11477010447700000	-18.265	10.7555	-0.897764	5.07032	-18.214	10.7212	-5.02187	4.88792	-0.462105	R	4.10583
11477010447750000	-18.3066	11.0095	-0.767697	5.09498	-18.2663	10.9294	-4.98972	4.87313	-0.456353	L	2.16171
11477010447800000	-18.3417	11.2647	-0.636323	5.11627	-18.3034	11.1756	-4.98865	4.84629	-0.467115	R	0.646487
11477010447850000	-18.3702	11.5209	-0.503751	5.13414	-18.296	11.4898	-5.04206	4.80271	-0.484202	L	5.60481
11477010447900000	-18.392	11.778	-0.370091	5.14852	-18.3373	11.7408	-5.04556	4.79225	-0.460462	R	0.735808
11477010447950000	-18.4072	12.0356	-0.235457	5.15934	-18.3639	11.9885	-5.04326	4.77311	-0.456398	L	0.0684859
11477010448000000	-18.4156	12.2937	-0.099968	5.16654	-18.4041	12.2348	-5.04314	4.77715	-0.402384	R	2.63709
11477010448050000	-18.4171	12.552	0.0362564	5.17007	-18.4374	12.4946	-5.05202	4.76416	-0.393735	L	0.807455
11477010448100000	-18.4119	12.8105	0.173093	5.16989	-18.4472	12.7552	-5.05952	4.74313	-0.395622	R	1.55169
11477010448150000	-18.3998	13.0688	0.310414	5.16594	-18.4541	13.0277	-5.07751	4.72321	-0.39429	L	0.824861
11477010448200000	-18.3809	13.3269	0.448093	5.1582	-18.4273	13.2726	-5.06643	4.67807	-0.447149	R	3.83633
11477010448250000	-18.355	13.5845	0.585998	5.14663	-18.3769	13.5561	-5.09394	4.64006	-0.46226	L	1.71127
11477010448300000	-18.3223	13.8414	0.723997	5.1312	-18.3658	13.8222	-5.10527	4.62156	-0.454914	R	3.40523
11477010448350000	-18.2826	14.0974	0.861956	5.11189	-18.3231	14.0863	-5.11526	4.59248	-0.461038	L	0.263113
11477010448400000	-18.2361	14.3524	0.999739	5.08868	-18.2804	14.346	-5.1209	4.55612	-0.49069	R	2.57138
11477010448450000	-18.1827	14.6061	1.13721	5.06157	-18.2278	14.5854	-5.10996	4.52778	-0.495804	L	0.574098
11477010448500000	-18.1224	14.8584	1.27423	5.03055	-18.1509	14.8399	-5.11588	4.47552	-0.553154	R	4.22095
11477010448550000	-18.0553	15.1091	1.41067	4.99562	-18.0678	15.1054	-5.1343	4.44128	-0.558566	L	0.646632
11477010448600000	-17.9814	15.3578	1.54638	4.95679	-18.0143	15.3607	-5.13927	4.4328	-0.517494	R	2.16753
11477010448650000	-17.9007	15.6046	1.68122	4.91408	-17.9331	15.6059	-5.13988	4.40431	-0.520243	L	0.0532915
11477010448700000	-17.8133	15.8491	1.81507	4.8675	-17.8587	15.843	-5.13224	4.39024	-0.491798	R	3.47447
11477010448750000	-17.7192	16.0912	1.94777	4.81708	-17.763	16.0795	-5.12965	4.36115	-0.496866	L	0.241555
11477010448800000	-17.6185	16.3307	2.0792	4.76286	-17.7335	16.3317	-5.12507	4.38121	-0.412654	R	7.15653
11477010448850000	-17.5113	16.5674	2.20923	4.70486	-17.58	16.5754	-5.14386	4.33747	-0.435579	L	4.20987
11477010448900000	-17.3977	16.8011	2.33771	4.64314	-17.4293	16.7876	-5.13667	4.27367	-0.515738	R	5.34827
11477010448950000	-17.2776	17.0316	2.46452	4.57774	-17.3209	17.0271	-5.14303	4.25007	-0.51282	L	0.180636
11477010449000000	-17.1512	17.2588	2.58952	4.50871	-17.1637	17.2393	-5.14419	4.18489	-0.595442	R	4.38469
11477010449050000	-17.0187	17.4824	2.71259	4.43613	-17.0311	17.4927	-5.17229	4.15952	-0.588076	L	2.21681
11477010449100000	-16.88	17.7023	2.83361	4.36005	-16.8717	17.6973	-5.16948	4.1162	-0.612242	R	1.37837
11477010449150000	-16.7354	17.9184	2.95245	4.28054	-16.7394	17.9153	-5.16871	4.0916	-0.60593	L	0.370241
11477010449200000	-16.5848	18.1303	3.069	4.19769	-16.5841	18.1222	-5.16791	4.06449	-0.596025	R	0.674857
11477010449250000	-16.4285	18.3381	3.18313	4.11157	-16.4062	18.2865	-5.14472	4.0222	-0.611634	L	3.48698
11477010449300000	-16.2665	18.5415	3.29475	4.02228	-16.2635	18.4941	-5.14002	4.01327	-0.568116	R	1.50138
11477010449350000	-16.0991	18.7403	3.40374	3.9299	-16.0911	18.6934	-5.14596	3.98461	-0.567771	L	0.0640262
11477010449400000	-15.9262	18.9344	3.50999	3.83452	-15.9106	18.882	-5.14912	3.95211	-0.575249	R	0.448425
11477010449450000	-15.7481	19.1237	3.61342	3.73626	-15.7273	19.0971	-5.17429	3.9289	-0.566858	L	1.78281
11477010449500000	-15.5649	19.308	3.71392	3.63521	-15.5397	19.2732	-5.17375	3.89382	-0.582745	R	0.428639
11477010449550000	-15.3767	19.4872	3.8114	3.53148	-15.3604	19.4718	-5.1849	3.87333	-0.572534	L	1.26737
11477010449600000	-15.1838	19.6612	3.90579	3.42518	-15.1541	19.6315	-5.18636	3.83077	-0.602074	R	0.542386
11477010449650000	-14.9862	19.8297	3.99699	3.31643	-14.9456	19.8249	-5.21185	3.8066	-0.593406	L	1.77056
11477010449700000	-14.7841	19.9928	4.08495	3.20535	-14.7571	19.986	-5.20286	3.78144	-0.591023	R	6.29769
11477010449750000	-14.5777	20.1503	4.16958	3.09206	-14.5854	20.1331	-5.17469	3.75976	-0.585329	L	1.98471
11477010449800000	-14.3671	20.302	4.25082	2.97668	-14.3835	20.2841	-5.1667	3.74493	-0.551946	R	2.74204
11477010449850000	-14.1526	20.448	4.32862	2.85933	-14.1519	20.4391	-5.18526	3.71655	-0.551141	L	0.598245
11477010449900000	-13.9342	20.588	4.40292	2.74015	-13.9248	20.5666	-5.18514	3.68147	-0.564518	R	0.347547
11477010449950000	-13.7123	20.722	4.47367	2.61927	-13.724	20.7093	-5.17646	3.66147	-0.556552	L	0.9747
11477010450000000	-13.4868	20.8499	4.54085	2.49681	-13.4943	20.8277	-5.17624	3.6271	-0.570264	R	0.143244
11477010450050000	-13.2582	20.9717	4.6044	2.37291	-13.2557	20.9495	-5.18464	3.59827	-0.569913	L	0.122157
11477010450100000	-13.0264	21.0872	4.6643	2.2477	-13.0143	21.0623	-5.18969	3.57275	-0.559782	R	2.30193
11477010450150000	-12.7917	21.1965	4.72053	2.12131	-12.7666	21.1951	-5.21229	3.55094	-0.551396	L	1.316
11477010450200000	-12.5543	21.2994	4.77306	1.99388	-12.5377	21.3146	-5.20888	3.54214	-0.512401	R	0.953439
11477010450250000	-12.3143	21.3959	4.8219	1.86555	-12.276	21.4326	-5.23467	3.519	-0.507773	L	1.17351
11477010450300000	-12.072	21.486	4.86702	1.73644	-12.0175	21.5098	-5.23995	3.48196	-0.527714	R	1.96334
11477010450350000	-11.8276	21.5696	4.90844	1.60668	-11.8025	21.6198	-5.22523	3.46829	-0.51531	L	2.62613
11477010450400000	-11.5811	21.6467	4.94615	1.47643	-11.5527	21.702	-5.22672	3.44407	-0.511409	R	0.154461
11477010450450000	-11.3329	21.7173	4.98017	1.34579	-11.28	21.7437	-5.23133	3.40526	-0.525141	L	2.37871
11477010450500000	-11.083	21.7813	5.01051	1.21491	-11.0363	21.8208	-5.22605	3.38945	-0.505124	R	1.02128
11477010450550000	-10.8317	21.8388	5.03719	1.08391	-10.7899	21.8429	-5.20502	3.35278	-0.518735	L	2.12129
11477010450600000	-10.5792	21.8898	5.06025	0.952912	-10.5284	21.886	-5.21093	3.3157	-0.543702	R	1.20564
11477010450650000	-10.3256	21.9341	5.07971	0.822051	-10.2607	21.9225	-5.21834	3.28579	-0.546088	L	0.225222
11477010450700000	-10.0711	21.972	5.09561	0.691445	-9.99537	21.9366	-5.2187	3.24974	-0.558094	R	1.89959
11477010450750000	-9.81592	22.0033	5.10799	0.561215	-9.74102	21.9626	-5.21454	3.22277	-0.557399	L	0.0498303
11477010450800000	-9.56019	22.0282	5.11691	0.431476	-9.47856	21.9686	-5.21581	3.18649	-0.57381	R	0.205025
11477010450850000	-9.3041	22.0465	5.1224	0.302344	-9.24573	22.0061	-5.19848	3.16945	-0.562624	L	2.7324
11477010450900000	-9.04782	22.0584	5.12453	0.17393	-8.9845	21.9977	-5.19913	3.13341	-0.577481	R	0.244569
11477010450950000	-8.79151	22.0639	5.12336	0.046341	-8.7127	22.0124	-5.21402	3.11113	-0.569197	L	0.665417
11477010451000000	-8.53534	22.0631	5.11895	-0.0803171	-8.45487	21.9905	-5.21835	3.06416	-0.614532	R	4.18109
11477010451050000	-8.27947	22.0559	5.11137	-0.205944	-8.17904	21.9956	-5.23732	3.04331	-0.602332	L	1.25797
11477010451100000	-8.02405	22.0425	5.10068	-0.330441	-7.91462	21.9878	-5.24272	3.02295	-0.587701	R	3.16938
11477010451150000	-7.76924	22.0229	5.08697	-0.453715	-7.66792	21.981	-5.23365	3.00339	-0.577724	L	1.59033
11477010451200000	-7.51519	21.9971	5.07031	-0.575677	-7.41348	21.927	-5.2357	2.9582	-0.614376	R	1.66489
11477010451250000	-7.26204	21.9653	5.05078	-0.696241	-7.17242	21.8937	-5.22249	2.93359	-0.608753	L	1.07426
11477010451300000	-7.00994	21.9275	5.02847	-0.815324	-6.91338	21.8455	-5.2248	2.90992	-0.59573	R	0.638891
11477010451350000	-6.75902	21.8838	5.00346	-0.932849	-6.70688	21.7814	-5.18207	2.878	-0.601377	L	3.45878
11477010451400000	-6.50942	21.8342	4.97584	-1.04874	-6.46398	21.7518	-5.16279	2.88092	-0.535495	R	6.13339
11477010451450000	-6.26126	21.7789	4.94569	-1.16294	-6.26499	21.6887	-5.11739	2.85349	-0.539615	L	4.25829
11477010451500000	-6.01466	21.7179	4.91312	-1.27537	-6.00922	21.6343	-5.11318	2.85495	-0.475351	R	6.34566
11477010451550000	-5.76976	21.6513	4.87822	-1.38597	-5.7766	21.58	-5.10081	2.8377	-0.468984	L	1.09941
11477010451600000	-5.52665	21.5793	4.84107	-1.49469	-5.54169	21.5016	-5.0991	2.80589	-0.491508	R	2.81171
11477010451650000	-5.28546	21.5018	4.80178	-1.60148	-5.28652	21.4465	-5.10929	2.79395	-0.476942	L	1.24276
11477010451700000	-5.04628	21.4191	4.76045	-1.70628	-5.02839	21.3718	-5.12187	2.78139	-0.457122	R	7.06749
11477010451750000	-4.80922	21.3312	4.71717	-1.80906	-4.79766	21.3164	-5.10884	2.77095	-0.444153	L	2.54081
11477010451800000	-4.57436	21.2382	4.67204	-1.90978	-4.55899	21.2391	-5.09707	2.77175	-0.392641	R	4.92775
11477010451850000	-4.34181	21.1401	4.62517	-2.0084	-4.2847	21.238	-5.11302	2.78902	-0.351232	L	10.8172
11477010451900000	-4.11165	21.0373	4.57664	-2.10489	-4.03363	21.1643	-5.1187	2.78198	-0.334082	R	2.28928
11477010451950000	-3.88395	20.9296	4.52656	-2.19922	-3.85721	21.0341	-5.07119	2.74489	-0.358007	L	4.86697
11477010452000000	-3.65879	20.8173	4.47504	-2.29137	-3.63807	20.8915	-5.07948	2.6907	-0.429266	R	3.23041
11477010452050000	-3.43624	20.7004	4.42216	-2.38133	-3.41042	20.7401	-5.08907	2.65614	-0.443178	L	2.33731
11477010452100000	-3.21637	20.5791	4.36803	-2.46907	-3.19214	20.6264	-5.08014	2.63956	-0.431369	R	1.492
11477010452150000	-2.99923	20.4534	4.31275	-2.5546	-2.94971	20.5092	-5.09673	2.62355	-0.424559	L	0.505028
11477010452200000	-2.78489	20.3235	4.2564	-2.63789	-2.70524	20.3984	-5.10646	2.62256	-0.384998	R	6.71041
11477010452250000	-2.57339	20.1895	4.1991	-2.71895	-2.5134	20.2498	-5.08794	2.59204	-0.398297	L	0.990873
11477010452300000	-2.36478	20.0515	4.14093	-2.79777	-2.29965	20.1067	-5.09355	2.56206	-0.420332	R	0.850718
11477010452350000	-2.1591	19.9097	4.082	-2.87437	-2.10843	19.9159	-5.09298	2.5211	-0.442454	L	3.33312
11477010452400000	-1.95638	19.764	4.02238	-2.94874	-1.91167	19.7431	-5.09674	2.48565	-0.463819	R	1.36184
11477010452450000	-1.75666	19.6147	3.96217	-3.02089	-1.70231	19.5806	-5.1064	2.46268	-0.463048	L	0.215837
11477010452500000	-1.55997	19.4618	3.90147	-3.09085	-1.50418	19.3987	-5.12076	2.42628	-0.488461	R	2.6121
11477010452550000	-1.36632	19.3055	3.84036	-3.15861	-1.31711	19.2451	-5.11062	2.40626	-0.484141	L	0.61705
11477010452600000	-1.17574	19.1458	3.77892	-3.22421	-1.13011	19.0631	-5.11393	2.37952	-0.486467	R	0.579735
11477010452650000	-0.988236	18.9829	3.71725	-3.28766	-0.974355	18.8807	-5.0945	2.3476	-0.496315	L	0.687107
11477010452700000	-0.803824	18.8169	3.65542	-3.34899	-0.772484	18.7244	-5.08905	2.35158	-0.442129	R	2.8467
11477010452750000	-0.622508	18.6479	3.59351	-3.40821	-0.596813	18.5786	-5.06988	2.34025	-0.431089	L	2.7644
11477010452800000	-0.444288	18.476	3.53161	-3.46536	-0.421684	18.3943	-5.06847	2.32151	-0.423783	R	0.288475
11477010452850000	-0.269164	18.3013	3.46979	-3.52047	-0.296167	18.2029	-5.03741	2.28675	-0.441108	L	1.79648
11477010452900000	-0.0971295	18.1238	3.40813	-3.57357	-0.138672	18.014	-5.03374	2.26188	-0.447691	R	0.68764
11477010452950000	0.0718255	17.9438	3.34669	-3.6247	0.0404978	17.8409	-5.03618	2.25189	-0.433418	L	0.809272
11477010453000000	0.237714	17.7612	3.28556	-3.67388	0.233566	17.6716	-5.03003	2.2662	-0.366136	R	4.73235
11477010453050000	0.400552	17.5762	3.22479	-3.72115	0.417588	17.4961	-5.03604	2.2605	-0.351379	L	0.66821
11477010453100000	0.560361	17.389	3.16445	-3.76656	0.633785	17.3533	-5.03248	2.28848	-0.278985	R	10.7825
11477010453150000	0.717162	17.1994	3.10461	-3.81013	0.742347	17.1451	-5.00567	2.25301	-0.304607	L	2.04375
11477010453200000	0.870984	17.0078	3.04533	-3.85192	0.899016	16.9548	-5.00194	2.24054	-0.299712	R	0.165675
11477010453250000	1.02185	16.8141	2.98666	-3.89195	1.01001	16.7651	-4.96914	2.21447	-0.313394	L	2.08543
11477010453300000	1.16981	16.6185	2.92867	-3.93028	1.15163	16.5628	-4.97382	2.18794	-0.338078	R	1.89018
11477010453350000	1.31487	16.4209	2.87142	-3.96695	1.24857	16.3425	-4.95527	2.15266	-0.359469	L	1.37531
11477010453400000	1.4571	16.2216	2.81494	-4.00199	1.38613	16.1401	-4.95281	2.13825	-0.353927	R	0.120029
11477010453450000	1.59651	16.0206	2.7593	-4.03546	1.58243	15.9395	-4.98716	2.14417	-0.325664	L	2.81751
11477010453500000	1.73317	15.8179	2.70454	-4.06739	1.70292	15.7353	-4.97087	2.13013	-0.316262	R	3.75013
11477010453550000	1.86711	15.6137	2.65071	-4.09783	1.7428	15.5176	-4.92078	2.08249	-0.354445	L	5.61334
11477010453600000	1.99838	15.408	2.59786	-4.12682	1.8983	15.3336	-4.91482	2.09143	-0.314552	R	4.8919
11477010453650000	2.12703	15.2009	2.54602	-4.15442	2.01833	15.1232	-4.91213	2.07634	-0.313931	L	0.0308322
11477010453700000	2.25311	14.9924	2.49524	-4.18065	2.13287	14.9064	-4.91728	2.05289	-0.332188	R	1.34358
11477010453750000	2.37668	14.7827	2.44555	-4.20557	2.27828	14.6823	-4.93976	2.04706	-0.318873	L	1.01874
11477010453800000	2.49779	14.5718	2.397	-4.22922	2.37862	14.4533	-4.93994	2.02545	-0.324961	R	0.921933
11477010453850000	2.6165	14.3597	2.34961	-4.25165	2.54904	14.2684	-4.94638	2.04053	-0.288864	L	3.99982
11477010453900000	2.73287	14.1465	2.30343	-4.27288	2.66282	14.0437	-4.95697	2.0195	-0.306351	R	2.1475
