time_stamp	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	px	py	v	yaw	yaw_rate	sensor_type	NIS
11477010453950000	2.84695	13.9322	2.25847	-4.29298	2.77898	13.8219	-4.96077	2.00849	-0.301308	L	0.0629221
11477010454000000	2.95882	13.717	2.21478	-4.31197	2.87359	13.5861	-4.96338	1.98918	-0.304421	R	1.41214
11477010454050000	3.06854	13.5009	2.17238	-4.32991	2.93413	13.3641	-4.94028	1.96044	-0.32062	L	1.14844
11477010454100000	3.17617	13.2839	2.13129	-4.34682	3.04128	13.1608	-4.91612	1.96778	-0.276166	R	3.95142
11477010454150000	3.28177	13.0661	2.09154	-4.36275	3.18152	12.9596	-4.91836	1.97666	-0.250183	L	2.22188
11477010454200000	3.38542	12.8475	2.05316	-4.37774	3.31575	12.7385	-4.91979	1.99523	-0.192628	R	5.2188
11477010454250000	3.48718	12.6282	2.01617	-4.39182	3.39476	12.5684	-4.86751	1.98701	-0.192483	L	8.455
11477010454300000	3.58713	12.4083	1.98058	-4.40503	3.51909	12.3574	-4.86793	1.99359	-0.16879	R	1.45864
11477010454350000	3.68533	12.1876	1.94641	-4.41741	3.63584	12.1415	-4.87123	1.99309	-0.159764	L	0.239169
11477010454400000	3.78186	11.9664	1.9137	-4.42898	3.73297	11.9254	-4.86134	1.99152	-0.144039	R	1.27963
11477010454450000	3.87678	11.7446	1.88244	-4.43979	3.85959	11.7114	-4.86796	1.99639	-0.130481	L	0.571481
11477010454500000	3.97018	11.5223	1.85266	-4.44986	3.94355	11.4945	-4.86125	1.97786	-0.153912	R	2.19612
11477010454550000	4.06213	11.2996	1.82437	-4.45922	4.03827	11.2456	-4.88127	1.96561	-0.158823	L	1.612
11477010454600000	4.1527	11.0763	1.79758	-4.4679	4.16879	11.0413	-4.87788	1.98099	-0.124876	R	3.753
11477010454650000	4.24196	10.8527	1.77231	-4.47593	4.24254	10.8515	-4.84046	1.97189	-0.128204	L	3.51343
11477010454700000	4.33	10.6287	1.74858	-4.48333	4.32278	10.6319	-4.83319	1.95844	-0.139707	R	0.799392
11477010454750000	4.41689	10.4043	1.72638	-4.49013	4.41574	10.4189	-4.82553	1.95415	-0.136755	L	0.286458
11477010454800000	4.50271	10.1796	1.70573	-4.49636	4.51808	10.1966	-4.82999	1.95264	-0.130574	R	0.55448
11477010454850000	4.58753	9.95461	1.68663	-4.50203	4.58116	9.97401	-4.81705	1.93657	-0.141113	L	0.551983
11477010454900000	4.67143	9.72935	1.66911	-4.50715	4.66962	9.75683	-4.81567	1.92548	-0.155106	R	3.03616
11477010454950000	4.7545	9.50385	1.65315	-4.51176	4.73392	9.55479	-4.78812	1.91449	-0.158806	L	1.75249
11477010455000000	4.83681	9.27814	1.63878	-4.51587	4.81705	9.36864	-4.75353	1.92054	-0.133782	R	12.0594
11477010455050000	4.91844	9.05223	1.62599	-4.51949	4.84242	9.12317	-4.74798	1.88954	-0.160543	L	3.52995
11477010455100000	4.99946	8.82616	1.61479	-4.52264	4.92315	8.8853	-4.76148	1.8822	-0.160116	R	1.70818
11477010455150000	5.07997	8.59994	1.60519	-4.52532	5.00781	8.64704	-4.77638	1.87741	-0.156406	L	0.476062
11477010455200000	5.16003	8.37361	1.59718	-4.52755	5.12608	8.42541	-4.7829	1.90315	-0.0980755	R	2.89889
11477010455250000	5.23973	8.14717	1.59078	-4.52933	5.19989	8.17739	-4.79984	1.89382	-0.102798	L	1.15744
11477010455300000	5.31916	7.92067	1.58598	-4.53068	5.31048	7.94634	-4.81229	1.91177	-0.0625738	R	2.4586
11477010455350000	5.39838	7.6941	1.58279	-4.5316	5.3777	7.71191	-4.8136	1.90269	-0.0690193	L	0.290253
11477010455400000	5.47748	7.46751	1.5812	-4.53209	5.48953	7.48306	-4.82524	1.91957	-0.035565	R	1.81822
11477010455450000	5.55654	7.24091	1.58122	-4.53215	5.52833	7.24549	-4.81692	1.90013	-0.0543919	L	2.16233
11477010455500000	5.63564	7.01431	1.58285	-4.53178	5.64919	7.02992	-4.81524	1.93809	0.0238654	R	4.00901
11477010455550000	5.71486	6.78775	1.58608	-4.53098	5.75663	6.80289	-4.82594	1.94654	0.0313849	L	0.502611
11477010455600000	5.79428	6.56124	1.59093	-4.52975	5.80523	6.57932	-4.81205	1.92281	-0.0118161	R	2.31074
11477010455650000	5.87398	6.33481	1.59737	-4.52808	5.85643	6.35087	-4.80141	1.91067	-0.0235371	L	1.2177
11477010455700000	5.95405	6.10848	1.60542	-4.52597	5.91979	6.10202	-4.81485	1.89809	-0.0393225	R	4.30593
11477010455750000	6.03455	5.88226	1.61507	-4.52341	5.98939	5.88229	-4.80473	1.89467	-0.0405915	L	0.232436
11477010455800000	6.11558	5.65619	1.62631	-4.52038	6.03196	5.64602	-4.80254	1.86492	-0.0926421	R	1.57694
11477010455850000	6.19721	5.43028	1.63914	-4.51687	6.09186	5.42975	-4.78704	1.85902	-0.0936647	L	0.545671
11477010455900000	6.27951	5.20457	1.65356	-4.51288	6.16631	5.19996	-4.78946	1.85902	-0.0852044	R	0.0786982
11477010455950000	6.36258	4.97906	1.66956	-4.50838	6.24591	4.96549	-4.7985	1.85829	-0.0816531	L	0.27829
11477010456000000	6.44648	4.7538	1.68714	-4.50337	6.31478	4.7618	-4.776	1.85642	-0.0819104	R	5.07116
11477010456050000	6.53131	4.52881	1.70628	-4.49781	6.42169	4.50131	-4.81942	1.86207	-0.072377	L	5.02398
11477010456100000	6.61712	4.30411	1.72698	-4.4917	6.51979	4.26973	-4.82791	1.88538	-0.0176575	R	2.28643
11477010456150000	6.70401	4.07974	1.74923	-4.485	6.6221	4.01654	-4.85982	1.8908	-0.0117593	L	2.74236
11477010456200000	6.79205	3.85571	1.77302	-4.4777	6.73998	3.7879	-4.87154	1.92235	0.0496346	R	2.47122
11477010456250000	6.88132	3.63207	1.79834	-4.46978	6.79181	3.57084	-4.849	1.91566	0.0409426	L	2.23533
11477010456300000	6.97188	3.40885	1.82518	-4.4612	6.87783	3.34715	-4.84625	1.92572	0.0592262	R	0.575308
11477010456350000	7.06383	3.18607	1.85352	-4.45194	6.99913	3.16631	-4.81825	1.94774	0.0800428	L	5.41496
11477010456400000	7.15723	2.96378	1.88336	-4.44197	7.11592	2.97727	-4.79742	1.98177	0.137425	R	5.79525
11477010456450000	7.25216	2.742	1.91468	-4.43125	7.21644	2.76362	-4.7937	1.99088	0.139946	L	0.0749644
11477010456500000	7.34868	2.52078	1.94746	-4.41977	7.31543	2.54975	-4.78866	1.98726	0.110172	R	3.97429
11477010456550000	7.44688	2.30016	1.98168	-4.40749	7.40147	2.33355	-4.78205	1.98962	0.107329	L	0.286891
11477010456600000	7.54683	2.08018	2.01733	-4.39436	7.46764	2.08726	-4.79333	1.96635	0.0545706	R	3.72954
11477010456650000	7.64859	1.86087	2.0544	-4.38037	7.56163	1.85239	-4.80656	1.96688	0.0514094	L	0.416799
11477010456700000	7.75224	1.6423	2.09284	-4.36546	7.68899	1.64266	-4.81142	1.99488	0.0981381	R	2.26241
11477010456750000	7.85785	1.42449	2.13266	-4.34961	7.80517	1.3689	-4.86788	1.99427	0.0889234	L	7.80021
11477010456800000	7.96547	1.2075	2.17382	-4.33277	7.92909	1.17154	-4.85675	2.01755	0.12046	R	2.56809
11477010456850000	8.07519	0.991377	2.21629	-4.31491	7.98908	0.930119	-4.85931	2.00468	0.0999807	L	3.44093
11477010456900000	8.18706	0.776179	2.26005	-4.29598	8.10509	0.714393	-4.86356	2.0249	0.132637	R	0.884575
11477010456950000	8.30115	0.561955	2.30508	-4.27595	8.23417	0.510683	-4.85935	2.04138	0.143598	L	0.795267
11477010457000000	8.41752	0.348763	2.35134	-4.25478	8.36966	0.310002	-4.8552	2.05882	0.153743	R	4.16953
11477010457050000	8.53623	0.136661	2.39881	-4.23241	8.49066	0.126536	-4.83063	2.07526	0.164792	L	1.44102
11477010457100000	8.65734	-0.0742907	2.44744	-4.20881	8.67038	-0.0631723	-4.84817	2.13335	0.260084	R	7.30821
11477010457150000	8.78091	-0.28403	2.4972	-4.18394	8.83119	-0.240246	-4.83706	2.16218	0.278452	L	1.58008
11477010457200000	8.90699	-0.492491	2.54807	-4.15775	8.98835	-0.398809	-4.81449	2.2003	0.319263	R	6.97258
11477010457250000	9.03564	-0.699608	2.59998	-4.1302	9.13675	-0.592295	-4.81696	2.21785	0.320896	L	0.0582505
11477010457300000	9.16691	-0.905311	2.65292	-4.10124	9.27754	-0.801737	-4.82944	2.22611	0.309442	R	1.47328
11477010457350000	9.30084	-1.10953	2.70683	-4.07084	9.367	-1.0602	-4.85923	2.20457	0.264391	L	6.25835
11477010457400000	9.4375	-1.31219	2.76168	-4.03893	9.52141	-1.27116	-4.8871	2.22988	0.29798	R	4.64341
11477010457450000	9.57692	-1.51322	2.8174	-4.00549	9.69394	-1.47475	-4.90707	2.24809	0.300574	L	1.71695
11477010457500000	9.71914	-1.71253	2.87396	-3.97047	9.83168	-1.65698	-4.88302	2.24868	0.267618	R	2.65378
11477010457550000	9.86421	-1.91005	2.93131	-3.93381	9.94521	-1.85728	-4.8718	2.24614	0.249431	L	2.60725
11477010457600000	10.0122	-2.1057	2.98938	-3.89549	10.1143	-2.04148	-4.88678	2.27752	0.2901	R	2.40113
11477010457650000	10.163	-2.29939	3.04813	-3.85546	10.2581	-2.24686	-4.89486	2.28073	0.276266	L	0.399776
11477010457700000	10.3169	-2.49103	3.1075	-3.81368	10.3778	-2.43166	-4.86128	2.26852	0.227073	R	6.27084
11477010457750000	10.4737	-2.68054	3.16742	-3.7701	10.5243	-2.66431	-4.89204	2.2619	0.204279	L	2.181
11477010457800000	10.6335	-2.86783	3.22785	-3.72468	10.6605	-2.85822	-4.8764	2.25347	0.167486	R	1.5385
11477010457850000	10.7963	-3.05279	3.2887	-3.67739	10.7849	-3.05571	-4.86737	2.24955	0.153039	L	1.32425
11477010457900000	10.9622	-3.23535	3.34992	-3.62819	10.9794	-3.21831	-4.88612	2.29583	0.224086	R	4.75065
11477010457950000	11.1311	-3.4154	3.41144	-3.57705	11.1414	-3.40207	-4.88715	2.30614	0.222996	L	0.00284813
11477010458000000	11.3032	-3.59284	3.47319	-3.52392	11.3218	-3.56656	-4.89307	2.33534	0.256301	R	1.87237
11477010458050000	11.4783	-3.76758	3.53509	-3.46877	11.498	-3.76688	-4.9146	2.34206	0.248417	L	1.23421
11477010458100000	11.6565	-3.9395	3.59707	-3.41158	11.6794	-3.94818	-4.92751	2.35791	0.255869	R	1.00239
11477010458150000	11.8378	-4.10852	3.65905	-3.35231	11.8526	-4.14386	-4.94269	2.36244	0.245487	L	0.560537
11477010458200000	12.0223	-4.27453	3.72095	-3.29094	12.0562	-4.313	-4.9624	2.38922	0.269598	R	2.7157
11477010458250000	12.2098	-4.43741	3.7827	-3.22744	12.2509	-4.4697	-4.96181	2.41051	0.27908	L	0.146547
11477010458300000	12.4003	-4.59707	3.84421	-3.16178	12.4593	-4.61563	-4.97734	2.44712	0.319596	R	3.27333
11477010458350000	12.594	-4.75339	3.90539	-3.09395	12.6631	-4.73943	-4.96172	2.47841	0.338787	L	0.675933
11477010458400000	12.7907	-4.90626	3.96616	-3.02393	12.8651	-4.88765	-4.9608	2.49668	0.338613	R	0.511778
11477010458450000	12.9904	-5.05558	4.02643	-2.95171	13.0634	-5.05905	-4.9757	2.50457	0.326917	L	0.598295
11477010458500000	13.1931	-5.20124	4.0861	-2.87726	13.2379	-5.21282	-4.96303	2.51006	0.313702	R	4.27076
11477010458550000	13.3988	-5.34312	4.1451	-2.80059	13.3976	-5.41068	-4.96867	2.49383	0.274226	L	1.47974
11477010458600000	13.6074	-5.48111	4.20332	-2.72168	13.6408	-5.52496	-5.00132	2.54438	0.334086	R	8.08243
11477010458650000	13.8189	-5.6151	4.26067	-2.64053	13.8212	-5.68171	-4.9938	2.5465	0.31648	L	0.809278
11477010458700000	14.0332	-5.74499	4.31706	-2.55715	14.0583	-5.8096	-5.02204	2.57967	0.344061	R	3.1528
11477010458750000	14.2504	-5.87065	4.37238	-2.47154	14.2899	-5.93636	-5.03189	2.60385	0.352218	L	0.57627
11477010458800000	14.4703	-5.99197	4.42655	-2.38369	14.5145	-6.06805	-5.04783	2.62359	0.357175	R	0.761249
11477010458850000	14.6928	-6.10885	4.47946	-2.29364	14.7531	-6.15248	-5.04091	2.66182	0.382582	L	0.478138
11477010458900000	14.918	-6.22118	4.53101	-2.20138	14.976	-6.26648	-5.05012	2.68224	0.386376	R	2.16101
11477010458950000	15.1457	-6.32884	4.58111	-2.10694	15.1602	-6.36211	-5.01188	2.69692	0.382645	L	5.89631
11477010459000000	15.3758	-6.43173	4.62966	-2.01035	15.4001	-6.46588	-5.02285	2.72008	0.387421	R	1.14873
11477010459050000	15.6084	-6.52973	4.67655	-1.91162	15.6305	-6.5683	-5.0243	2.73873	0.386449	L	0.00771256
11477010459100000	15.8432	-6.62276	4.72169	-1.81079	15.8685	-6.67325	-5.05043	2.75621	0.384283	R	3.34261
11477010459150000	16.0803	-6.71069	4.76497	-1.7079	16.1028	-6.82028	-5.07259	2.75162	0.353642	L	2.15746
11477010459200000	16.3195	-6.79342	4.8063	-1.60298	16.3162	-6.90643	-5.04308	2.76823	0.353433	R	3.80631
11477010459250000	16.5607	-6.87087	4.84558	-1.49608	16.5525	-7.02028	-5.05308	2.77547	0.340027	L	0.462722
11477010459300000	16.8038	-6.94292	4.88271	-1.38725	16.778	-7.11845	-5.04935	2.7859	0.332065	R	1.09172
11477010459350000	17.0487	-7.00949	4.9176	-1.27653	17.025	-7.17651	-5.0479	2.81676	0.3497	L	0.196958
11477010459400000	17.2953	-7.07048	4.95015	-1.16398	17.2571	-7.23689	-5.03075	2.84156	0.360214	R	1.66757
11477010459450000	17.5434	-7.1258	4.98026	-1.04968	17.5394	-7.19973	-5.03093	2.91613	0.42969	L	2.97081
11477010459500000	17.793	-7.17537	5.00785	-0.933668	17.805	-7.2419	-5.05988	2.94141	0.427259	R	7.65524
11477010459550000	18.044	-7.21909	5.03282	-0.816029	18.0673	-7.2374	-5.05825	2.98877	0.459165	L	0.697778
11477010459600000	18.2961	-7.2569	5.05509	-0.696834	18.3156	-7.22977	-5.0422	3.03364	0.489636	R	5.02554
11477010459650000	18.5492	-7.28872	5.07456	-0.57616	18.561	-7.2611	-5.03936	3.05414	0.485035	L	0.0366923
11477010459700000	18.8033	-7.31446	5.09116	-0.454089	18.8338	-7.29497	-5.06732	3.06967	0.467409	R	5.29895
11477010459750000	19.0581	-7.33408	5.10481	-0.330708	19.0667	-7.3139	-5.05097	3.08967	0.464835	L	0.962825
11477010459800000	19.3135	-7.3475	5.11543	-0.206107	19.3082	-7.34558	-5.04361	3.10248	0.453411	R	3.06233
11477010459850000	19.5694	-7.35466	5.12294	-0.0803797	19.6213	-7.28744	-5.0915	3.1592	0.489981	L	7.34935
11477010459900000	19.8255	-7.35551	5.12728	0.0463764	19.8851	-7.30393	-5.10913	3.1661	0.458749	R	1.61791
11477010459950000	20.0818	-7.35	5.12836	0.17406	20.164	-7.27379	-5.12953	3.19951	0.469318	L	1.26664
11477010460000000	20.3381	-7.33809	5.12615	0.302565	20.4215	-7.31408	-5.14493	3.18297	0.403239	R	5.24751
11477010460050000	20.5942	-7.31974	5.12056	0.431784	20.6438	-7.32756	-5.11438	3.19051	0.391068	L	2.75453
11477010460100000	20.8499	-7.29491	5.11155	0.561605	20.8966	-7.29072	-5.10845	3.22434	0.414249	R	0.780569
11477010460150000	21.1051	-7.26358	5.09906	0.691914	21.1597	-7.20388	-5.12012	3.27377	0.447523	L	1.11874
11477010460200000	21.3596	-7.22573	5.08306	0.822593	21.4213	-7.18241	-5.13112	3.2836	0.424244	R	0.897706
11477010460250000	21.6132	-7.18134	5.06349	0.953522	21.6532	-7.26206	-5.10043	3.25208	0.364412	L	4.34043
11477010460300000	21.8657	-7.1304	5.04032	1.08458	21.9007	-7.18048	-5.08674	3.30866	0.431663	R	6.77131
11477010460350000	22.117	-7.07291	5.01352	1.21564	22.1956	-7.03534	-5.13974	3.3731	0.478094	L	6.77487
11477010460400000	22.3669	-7.00887	4.98307	1.34657	22.4236	-6.93135	-5.11691	3.43458	0.548669	R	6.10678
11477010460450000	22.6151	-6.93829	4.94893	1.47726	22.6352	-6.83601	-5.0926	3.47221	0.563116	L	3.13718
11477010460500000	22.8616	-6.86119	4.9111	1.60756	22.8865	-6.80509	-5.09641	3.46338	0.502706	R	4.29004
11477010460550000	23.106	-6.77759	4.86956	1.73734	23.1178	-6.81171	-5.06714	3.45148	0.462969	L	3.02167
11477010460600000	23.3483	-6.68751	4.82431	1.86648	23.3345	-6.71392	-5.04782	3.49202	0.49547	R	4.5269
11477010460650000	23.5883	-6.59099	4.77535	1.99484	23.5688	-6.63699	-5.04315	3.51175	0.490117	L	0.0644752
11477010460700000	23.8257	-6.48809	4.72269	2.12228	23.8219	-6.58024	-5.05215	3.50976	0.44623	R	2.49097
11477010460750000	24.0604	-6.37883	4.66633	2.24867	24.0351	-6.46858	-5.04032	3.54215	0.458971	L	1.27182
11477010460800000	24.2922	-6.26328	4.6063	2.37389	24.2574	-6.34677	-5.03706	3.58256	0.49058	R	0.782253
11477010460850000	24.5209	-6.14151	4.54262	2.49779	24.4982	-6.20705	-5.05962	3.61656	0.499271	L	1.07506
11477010460900000	24.7463	-6.01357	4.47532	2.62023	24.7424	-6.12483	-5.06832	3.60797	0.436909	R	2.62094
11477010460950000	24.9683	-5.87956	4.40444	2.7411	24.9654	-5.99866	-5.07068	3.63387	0.441292	L	0.0453671
11477010461000000	25.1866	-5.73954	4.33001	2.86026	25.1778	-5.85874	-5.06832	3.67048	0.46708	R	0.519682
11477010461050000	25.4011	-5.5936	4.25209	2.97757	25.4082	-5.71198	-5.08593	3.69754	0.469615	L	0.712354
11477010461100000	25.6117	-5.44185	4.17073	3.09291	25.5979	-5.55488	-5.07356	3.742	0.507573	R	2.78279
11477010461150000	25.8181	-5.28439	4.08598	3.20616	25.7601	-5.30445	-5.08792	3.8134	0.558077	L	7.85094
11477010461200000	26.0202	-5.12131	3.99791	3.31719	25.9563	-5.14607	-5.08655	3.83921	0.553992	R	0.0799115
11477010461250000	26.2178	-4.95274	3.90659	3.42588	26.1558	-5.02442	-5.06909	3.85062	0.537839	L	1.05708
11477010461300000	26.4107	-4.7788	3.81209	3.53212	26.3461	-4.8373	-5.07944	3.88698	0.551933	R	5.32116
11477010461350000	26.5989	-4.5996	3.7145	3.63578	26.5365	-4.60794	-5.11408	3.93029	0.565321	L	2.37985
11477010461400000	26.7821	-4.41529	3.6139	3.73676	26.7457	-4.4563	-5.11846	3.92306	0.498297	R	2.6301
11477010461450000	26.9602	-4.226	3.51038	3.83494	26.9057	-4.29294	-5.09428	3.94714	0.500126	L	1.45028
11477010461500000	27.1331	-4.03186	3.40403	3.93023	27.1097	-4.13521	-5.09871	3.9345	0.424309	R	4.50953
11477010461550000	27.3006	-3.83304	3.29495	4.02252	27.3214	-3.93628	-5.13106	3.95114	0.41594	L	3.43178
11477010461600000	27.4625	-3.62967	3.18325	4.11172	27.4793	-3.72688	-5.13198	4.00216	0.479966	R	5.11718
11477010461650000	27.6188	-3.42193	3.06903	4.19774	27.6648	-3.52789	-5.14657	4.02136	0.473284	L	0.99113
11477010461700000	27.7694	-3.20995	2.95242	4.28049	27.816	-3.30898	-5.15222	4.06421	0.511909	R	2.74404
11477010461750000	27.914	-2.99393	2.83351	4.35989	27.9452	-3.0581	-5.16799	4.10732	0.529523	L	1.74104
11477010461800000	28.0527	-2.77401	2.71243	4.43586	28.0845	-2.83853	-5.16897	4.13716	0.534283	R	0.314024
11477010461850000	28.1853	-2.55039	2.5893	4.50833	28.1904	-2.58299	-5.17754	4.18152	0.552518	L	2.0561
11477010461900000	28.3116	-2.32322	2.46425	4.57724	28.2969	-2.34344	-5.1775	4.23153	0.59755	R	1.20052
11477010461950000	28.4317	-2.0927	2.3374	4.64252	28.4425	-2.13303	-5.17731	4.24836	0.583565	L	1.45794
11477010462000000	28.5453	-1.859	2.20888	4.70412	28.5814	-1.91616	-5.17704	4.25466	0.54002	R	1.23478
11477010462050000	28.6526	-1.62231	2.07883	4.76199	28.7126	-1.68771	-5.18266	4.27459	0.531884	L	0.674202
11477010462100000	28.7532	-1.38282	1.94737	4.8161	28.8182	-1.45767	-5.17659	4.28999	0.503211	R	3.58234
11477010462150000	28.8473	-1.14071	1.81465	4.86639	28.9242	-1.1877	-5.20375	4.31982	0.505397	L	1.32738
11477010462200000	28.9347	-0.896184	1.6808	4.91284	29.0043	-0.940304	-5.20122	4.347	0.500688	R	4.11212
11477010462250000	29.0154	-0.649428	1.54595	4.95543	29.0807	-0.682913	-5.20677	4.37835	0.506868	L	0.34927
11477010462300000	29.0893	-0.400636	1.41024	4.99413	29.1259	-0.419364	-5.20831	4.43321	0.563807	R	2.48596
11477010462350000	29.1564	-0.150004	1.27382	5.02893	29.1826	-0.200602	-5.17722	4.4607	0.566094	L	1.87004
11477010462400000	29.2167	0.102274	1.13682	5.05982	29.2452	0.0599592	-5.18749	4.50013	0.594839	R	5.45595
11477010462450000	29.2701	0.356002	0.999371	5.08681	29.2924	0.330225	-5.20001	4.53291	0.596804	L	0.300327
11477010462500000	29.3166	0.610984	0.861619	5.10989	29.3378	0.587791	-5.20081	4.55688	0.58194	R	0.80862
11477010462550000	29.3563	0.867027	0.723698	5.12908	29.4066	0.800326	-5.17065	4.5712	0.569402	L	3.14981
11477010462600000	29.389	1.12393	0.585743	5.14439	29.4242	1.06683	-5.17776	4.61371	0.59749	R	2.69898
11477010462650000	29.4149	1.38152	0.447888	5.15584	29.4662	1.33935	-5.19525	4.6378	0.58961	L	1.15738
11477010462700000	29.4338	1.63957	0.310266	5.16347	29.5024	1.59885	-5.19958	4.65979	0.58041	R	2.53153
11477010462750000	29.4459	1.89792	0.173006	5.1673	29.4988	1.86048	-5.19896	4.69345	0.585379	L	0.264233
11477010462800000	29.4512	2.15637	0.0362376	5.16738	29.4897	2.11817	-5.19828	4.73595	0.616393	R	1.71001
11477010462850000	29.4496	2.41474	-0.0999139	5.16374	29.4691	2.41952	-5.2346	4.77164	0.618009	L	2.3958
11477010462900000	29.4412	2.67283	-0.235325	5.15644	29.4526	2.67807	-5.23267	4.80089	0.615505	R	0.261577
11477010462950000	29.426	2.93047	-0.369875	5.14552	29.4734	2.97745	-5.27215	4.81581	0.594909	L	6.39088
11477010463000000	29.4042	3.18747	-0.503448	5.13105	29.4433	3.24138	-5.27068	4.83428	0.564065	R	3.5273
11477010463050000	29.3757	3.44367	-0.635928	5.11309	29.4343	3.48016	-5.25135	4.85367	0.556599	L	1.56371
11477010463100000	29.3406	3.69889	-0.767205	5.09171	29.3881	3.74032	-5.25092	4.87977	0.548453	R	1.10153
11477010463150000	29.299	3.95295	-0.897172	5.06698	29.3241	3.95214	-5.2088	4.91396	0.559302	L	3.66972
11477010463200000	29.2509	4.2057	-1.02573	5.03897	29.3082	4.21094	-5.20758	4.91713	0.513477	R	2.85629
11477010463250000	29.1964	4.45697	-1.15277	5.00776	29.2198	4.43854	-5.18507	4.95463	0.527874	L	2.64768
11477010463300000	29.1356	4.7066	-1.2782	4.97344	29.1467	4.6888	-5.18466	4.98193	0.525926	R	0.724905
11477010463350000	29.0686	4.95444	-1.40194	4.93609	29.059	4.95186	-5.19913	5.01251	0.529327	L	0.621656
11477010463400000	28.9954	5.20034	-1.52389	4.8958	28.9953	5.20359	-5.19601	5.01895	0.483461	R	2.14383
11477010463450000	28.9162	5.44416	-1.64397	4.85267	28.9611	5.43811	-5.1786	5.02847	0.469201	L	3.5021
11477010463500000	28.831	5.68575	-1.7621	4.80678	28.855	5.68884	-5.18948	5.06499	0.492683	R	6.79647
11477010463550000	28.7399	5.92498	-1.87822	4.75823	28.7641	5.93521	-5.1929	5.08874	0.491495	L	0.0271568
11477010463600000	28.6431	6.16173	-1.99225	4.70713	28.6374	6.17448	-5.20055	5.13025	0.522091	R	3.71789
11477010463650000	28.5407	6.39585	-2.10412	4.65358	28.5324	6.40116	-5.19137	5.15619	0.522561	L	0.144985
11477010463700000	28.4327	6.62724	-2.21379	4.59767	28.462	6.6499	-5.19432	5.16471	0.500779	R	11.576
11477010463750000	28.3192	6.85578	-2.32119	4.53952	28.3645	6.85303	-5.164	5.18718	0.500157	L	1.77537
11477010463800000	28.2005	7.08135	-2.42628	4.47922	28.2442	7.07843	-5.15867	5.20525	0.480941	R	2.22395
11477010463850000	28.0765	7.30386	-2.529	4.41689	28.1218	7.35424	-5.20166	5.22186	0.47007	L	3.31605
11477010463900000	27.9475	7.52321	-2.62933	4.35263	27.9855	7.58123	-5.20648	5.2505	0.480708	R	1.00368
11477010463950000	27.8135	7.73929	-2.72722	4.28656	27.8579	7.7974	-5.19888	5.27275	0.479286	L	0.167357
11477010464000000	27.6747	7.95203	-2.82265	4.21877	27.7017	8.01095	-5.20137	5.305	0.492714	R	0.885167
11477010464050000	27.5312	8.16134	-2.91558	4.14938	27.5394	8.22132	-5.20378	5.33456	0.497835	L	0.3401
11477010464100000	27.3831	8.36714	-3.00599	4.07849	27.3596	8.40837	-5.20259	5.38738	0.555937	R	4.07531
11477010464150000	27.2305	8.56936	-3.09388	4.00622	27.2098	8.58627	-5.17758	5.41472	0.557118	L	1.15484
11477010464200000	27.0736	8.76794	-3.17922	3.93267	27.0408	8.78597	-5.18292	5.44531	0.566263	R	1.65521
11477010464250000	26.9125	8.9628	-3.262	3.85794	26.824	9.02981	-5.24417	5.47455	0.562842	L	7.1297
11477010464300000	26.7473	9.1539	-3.34223	3.78216	26.6405	9.218	-5.23829	5.49014	0.528793	R	4.63917
11477010464350000	26.5781	9.34119	-3.4199	3.70541	26.4402	9.3652	-5.21675	5.5285	0.543355	L	1.67663
11477010464400000	26.4052	9.52461	-3.49502	3.62781	26.286	9.57182	-5.20978	5.51989	0.473613	R	3.5586
11477010464450000	26.2285	9.70414	-3.56759	3.54945	26.1048	9.77672	-5.22536	5.53483	0.462916	L	0.837037
11477010464500000	26.0483	9.87973	-3.63763	3.47045	25.9327	9.98153	-5.22423	5.52495	0.392635	R	5.11053
11477010464550000	25.8646	10.0514	-3.70515	3.39089	25.7575	10.1143	-5.18275	5.55135	0.402675	L	2.87257
11477010464600000	25.6776	10.219	-3.77016	3.31087	25.5575	10.2787	-5.18592	5.58357	0.430747	R	1.27246
11477010464650000	25.4875	10.3826	-3.8327	3.2305	25.3653	10.381	-5.13728	5.61885	0.44845	L	4.2579
11477010464700000	25.2942	10.5422	-3.89278	3.14987	25.1663	10.5552	-5.14342	5.62919	0.424632	R	3.99972
11477010464750000	25.098	10.6978	-3.95044	3.06906	24.9512	10.7019	-5.14415	5.65466	0.429235	L	0.204964
11477010464800000	24.899	10.8493	-4.00571	2.98817	24.7475	10.864	-5.14179	5.65815	0.388076	R	2.74756
11477010464850000	24.6973	10.9967	-4.05861	2.90729	24.5456	10.9883	-5.12103	5.68232	0.394412	L	0.728685
11477010464900000	24.493	11.1402	-4.10919	2.8265	24.3469	11.1512	-5.12616	5.6949	0.389108	R	6.17031
11477010464950000	24.2862	11.2795	-4.15749	2.74589	24.1565	11.2986	-5.11496	5.70692	0.381506	L	1.16432
11477010465000000	24.0771	11.4149	-4.20354	2.66553	23.9398	11.4201	-5.1103	5.73853	0.408177	R	2.92041
11477010465050000	23.8657	11.5462	-4.24739	2.58551	23.7259	11.4834	-5.06571	5.77728	0.430428	L	4.13184
11477010465100000	23.6522	11.6736	-4.28909	2.50589	23.5191	11.6199	-5.05879	5.78177	0.397719	R	0.94517
11477010465150000	23.4366	11.797	-4.32868	2.42676	23.3026	11.743	-5.05655	5.7992	0.395109	L	0.0918721
